"MTU (CET/CEST)","Day-ahead Price [EUR/MWh]","Currency","BZN|DE-LU"
"04.01.2024 20:15 - 04.01.2024 20:30","112.44","EUR"
"04.01.2024 20:30 - 04.01.2024 20:45","104.90","EUR"
"04.01.2024 20:45 - 04.01.2024 21:00","70.09","EUR"
"04.01.2024 21:00 - 04.01.2024 21:15","119.40","EUR"
"04.01.2024 21:15 - 04.01.2024 21:30","104.93","EUR"
"04.01.2024 21:30 - 04.01.2024 21:45","99.92","EUR"
"04.01.2024 21:45 - 04.01.2024 22:00","88.06","EUR"
"04.01.2024 22:00 - 04.01.2024 22:15","121.06","EUR"
"04.01.2024 22:15 - 04.01.2024 22:30","102.43","EUR"
"04.01.2024 22:30 - 04.01.2024 22:45","94.90","EUR"
"04.01.2024 22:45 - 04.01.2024 23:00","60.09","EUR"
"04.01.2024 23:00 - 04.01.2024 23:15","107.42","EUR"
"04.01.2024 23:15 - 04.01.2024 23:30","97.41","EUR"
"04.01.2024 23:30 - 04.01.2024 23:45","89.90","EUR"
"04.01.2024 23:45 - 05.01.2024 00:00","53.62","EUR"
"05.01.2024 00:00 - 05.01.2024 00:15","112.43","EUR"
"05.01.2024 00:15 - 05.01.2024 00:30","92.69","EUR"
"05.01.2024 00:30 - 05.01.2024 00:45","76.50","EUR"
"05.01.2024 00:45 - 05.01.2024 01:00","62.00","EUR"
"05.01.2024 01:00 - 05.01.2024 01:15","102.45","EUR"
"05.01.2024 01:15 - 05.01.2024 01:30","92.41","EUR"
"05.01.2024 01:30 - 05.01.2024 01:45","73.70","EUR"
"05.01.2024 01:45 - 05.01.2024 02:00","55.60","EUR"
"05.01.2024 02:00 - 05.01.2024 02:15","94.91","EUR"
"05.01.2024 02:15 - 05.01.2024 02:30","84.90","EUR"
"05.01.2024 02:30 - 05.01.2024 02:45","77.35","EUR"
"05.01.2024 02:45 - 05.01.2024 03:00","56.00","EUR"
"05.01.2024 03:00 - 05.01.2024 03:15","84.91","EUR"
"05.01.2024 03:15 - 05.01.2024 03:30","74.30","EUR"
"05.01.2024 03:30 - 05.01.2024 03:45","77.40","EUR"
"05.01.2024 03:45 - 05.01.2024 04:00","72.40","EUR"
