"Time (CET/CEST)","France (FR) > Spain (ES) [MW]","Spain (ES) > France (FR) [MW]"
"15.05.2024 16:30 - 15.05.2024 16:45","0","641"
"15.05.2024 16:45 - 15.05.2024 17:00","0","908"
"15.05.2024 17:00 - 15.05.2024 17:15","0","1030"
"15.05.2024 17:15 - 15.05.2024 17:30","0","923"
"15.05.2024 17:30 - 15.05.2024 17:45","0","707"
"15.05.2024 17:45 - 15.05.2024 18:00","0","907"
"15.05.2024 18:00 - 15.05.2024 18:15","0","837"
"15.05.2024 18:15 - 15.05.2024 18:30","0","556"
"15.05.2024 18:30 - 15.05.2024 18:45","0","592"
"15.05.2024 18:45 - 15.05.2024 19:00","0","623"
"15.05.2024 19:00 - 15.05.2024 19:15","0","699"
"15.05.2024 19:15 - 15.05.2024 19:30","0","550"
"15.05.2024 19:30 - 15.05.2024 19:45","0","648"
"15.05.2024 19:45 - 15.05.2024 20:00","0","696"
"15.05.2024 20:00 - 15.05.2024 20:15","0","756"
"15.05.2024 20:15 - 15.05.2024 20:30","0","854"
"15.05.2024 20:30 - 15.05.2024 20:45","0","294"
"15.05.2024 20:45 - 15.05.2024 21:00","0","157"
"15.05.2024 21:00 - 15.05.2024 21:15","259","0"
"15.05.2024 21:15 - 15.05.2024 21:30","0","14"
"15.05.2024 21:30 - 15.05.2024 21:45","308","0"
"15.05.2024 21:45 - 15.05.2024 22:00","469","0"
"15.05.2024 22:00 - 15.05.2024 22:15","413","0"
"15.05.2024 22:15 - 15.05.2024 22:30","0","274"
"15.05.2024 22:30 - 15.05.2024 22:45","0","315"
"15.05.2024 22:45 - 15.05.2024 23:00","0","294"
"15.05.2024 23:00 - 15.05.2024 23:15","0","371"
"15.05.2024 23:15 - 15.05.2024 23:30","0","489"
"15.05.2024 23:30 - 15.05.2024 23:45","0","638"
"15.05.2024 23:45 - 16.05.2024 00:00","0","762"
"16.05.2024 00:00 - 16.05.2024 00:15","0","801"
"16.05.2024 00:15 - 16.05.2024 00:30","0","519"
"16.05.2024 00:30 - 16.05.2024 00:45","140","0"
"16.05.2024 00:45 - 16.05.2024 01:00","0","233"
"16.05.2024 01:00 - 16.05.2024 01:15","0","307"
"16.05.2024 01:15 - 16.05.2024 01:30","65","0"
"16.05.2024 01:30 - 16.05.2024 01:45","5","0"
"16.05.2024 01:45 - 16.05.2024 02:00","0","30"
"16.05.2024 02:00 - 16.05.2024 02:15","186","0"
"16.05.2024 02:15 - 16.05.2024 02:30","142","0"
"16.05.2024 02:30 - 16.05.2024 02:45","177","0"
"16.05.2024 02:45 - 16.05.2024 03:00","130","0"
"16.05.2024 03:00 - 16.05.2024 03:15","171","0"
"16.05.2024 03:15 - 16.05.2024 03:30","706","0"
"16.05.2024 03:30 - 16.05.2024 03:45","775","0"
"16.05.2024 03:45 - 16.05.2024 04:00","668","0"
"16.05.2024 04:00 - 16.05.2024 04:15","588","0"
"16.05.2024 04:15 - 16.05.2024 04:30","1171","0"
"16.05.2024 04:30 - 16.05.2024 04:45","1269","0"
"16.05.2024 04:45 - 16.05.2024 05:00","1384","0"
"16.05.2024 05:00 - 16.05.2024 05:15","1370","0"
"16.05.2024 05:15 - 16.05.2024 05:30","1274","0"
"16.05.2024 05:30 - 16.05.2024 05:45","1288","0"
"16.05.2024 05:45 - 16.05.2024 06:00","1245","0"
"16.05.2024 06:00 - 16.05.2024 06:15","1155","0"
"16.05.2024 06:15 - 16.05.2024 06:30","1256","0"
"16.05.2024 06:30 - 16.05.2024 06:45","1270","0"
"16.05.2024 06:45 - 16.05.2024 07:00","1241","0"
"16.05.2024 07:00 - 16.05.2024 07:15","1019","0"
"16.05.2024 07:15 - 16.05.2024 07:30","378","0"
"16.05.2024 07:30 - 16.05.2024 07:45","237","0"
"16.05.2024 07:45 - 16.05.2024 08:00","100","0"
"16.05.2024 08:00 - 16.05.2024 08:15","0","490"
"16.05.2024 08:15 - 16.05.2024 08:30","0","1178"
"16.05.2024 08:30 - 16.05.2024 08:45","0","1699"
"16.05.2024 08:45 - 16.05.2024 09:00","0","1821"
"16.05.2024 09:00 - 16.05.2024 09:15","0","1893"
"16.05.2024 09:15 - 16.05.2024 09:30","0","1629"
"16.05.2024 09:30 - 16.05.2024 09:45","0","1693"
"16.05.2024 09:45 - 16.05.2024 10:00","0","1703"
"16.05.2024 10:00 - 16.05.2024 10:15","0","1568"
"16.05.2024 10:15 - 16.05.2024 10:30","0","1370"
"16.05.2024 10:30 - 16.05.2024 10:45","0","1618"
"16.05.2024 10:45 - 16.05.2024 11:00","0","1441"
"16.05.2024 11:00 - 16.05.2024 11:15","0","1429"
"16.05.2024 11:15 - 16.05.2024 11:30","0","1667"
"16.05.2024 11:30 - 16.05.2024 11:45","0","1570"
"16.05.2024 11:45 - 16.05.2024 12:00","0","1757"
"16.05.2024 12:00 - 16.05.2024 12:15","0","1775"
"16.05.2024 12:15 - 16.05.2024 12:30","0","1666"
"16.05.2024 12:30 - 16.05.2024 12:45","0","1727"
"16.05.2024 12:45 - 16.05.2024 13:00","0","1659"
"16.05.2024 13:00 - 16.05.2024 13:15","0","1573"
"16.05.2024 13:15 - 16.05.2024 13:30","0","1723"
"16.05.2024 13:30 - 16.05.2024 13:45","0","1566"
"16.05.2024 13:45 - 16.05.2024 14:00","0","1707"
"16.05.2024 14:00 - 16.05.2024 14:15","0","1763"
"16.05.2024 14:15 - 16.05.2024 14:30","0","1516"
"16.05.2024 14:30 - 16.05.2024 14:45","0","1570"
"16.05.2024 14:45 - 16.05.2024 15:00","0","1739"
"16.05.2024 15:00 - 16.05.2024 15:15","0","1654"
"16.05.2024 15:15 - 16.05.2024 15:30","0","1554"
"16.05.2024 15:30 - 16.05.2024 15:45","0","1352"
"16.05.2024 15:45 - 16.05.2024 16:00","0","1279"
"16.05.2024 16:00 - 16.05.2024 16:15","0","1604"
"16.05.2024 16:15 - 16.05.2024 16:30","0","1136"
"16.05.2024 16:30 - 16.05.2024 16:45","0","1673"
"16.05.2024 16:45 - 16.05.2024 17:00","0","1790"
"16.05.2024 17:00 - 16.05.2024 17:15","0","1519"
"16.05.2024 17:15 - 16.05.2024 17:30","0","1610"
"16.05.2024 17:30 - 16.05.2024 17:45","0","1706"
"16.05.2024 17:45 - 16.05.2024 18:00","0","1537"
"16.05.2024 18:00 - 16.05.2024 18:15","0","1650"
"16.05.2024 18:15 - 16.05.2024 18:30","0","1651"
"16.05.2024 18:30 - 16.05.2024 18:45","0","1156"
"16.05.2024 18:45 - 16.05.2024 19:00","0","1019"
"16.05.2024 19:00 - 16.05.2024 19:15","0","1471"
"16.05.2024 19:15 - 16.05.2024 19:30","0","1644"
"16.05.2024 19:30 - 16.05.2024 19:45","0","1553"
"16.05.2024 19:45 - 16.05.2024 20:00","0","1734"
"16.05.2024 20:00 - 16.05.2024 20:15","0","1707"
"16.05.2024 20:15 - 16.05.2024 20:30","0","1290"
"16.05.2024 20:30 - 16.05.2024 20:45","0","766"
"16.05.2024 20:45 - 16.05.2024 21:00","0","483"
"16.05.2024 21:00 - 16.05.2024 21:15","0","417"
"16.05.2024 21:15 - 16.05.2024 21:30","384","0"
"16.05.2024 21:30 - 16.05.2024 21:45","1155","0"
"16.05.2024 21:45 - 16.05.2024 22:00","992","0"
"16.05.2024 22:00 - 16.05.2024 22:15","1297","0"
"16.05.2024 22:15 - 16.05.2024 22:30","1163","0"
"16.05.2024 22:30 - 16.05.2024 22:45","1116","0"
"16.05.2024 22:45 - 16.05.2024 23:00","1313","0"
"16.05.2024 23:00 - 16.05.2024 23:15","1294","0"
"16.05.2024 23:15 - 16.05.2024 23:30","954","0"
"16.05.2024 23:30 - 16.05.2024 23:45","1120","0"
"16.05.2024 23:45 - 17.05.2024 00:00","607","0"
"17.05.2024 00:00 - 17.05.2024 00:15","764","0"
"17.05.2024 00:15 - 17.05.2024 00:30","814","0"
"17.05.2024 00:30 - 17.05.2024 00:45","905","0"
"17.05.2024 00:45 - 17.05.2024 01:00","556","0"
"17.05.2024 01:00 - 17.05.2024 01:15","972","0"
"17.05.2024 01:15 - 17.05.2024 01:30","1123","0"
"17.05.2024 01:30 - 17.05.2024 01:45","1115","0"
"17.05.2024 01:45 - 17.05.2024 02:00","1090","0"
"17.05.2024 02:00 - 17.05.2024 02:15","1085","0"
"17.05.2024 02:15 - 17.05.2024 02:30","1110","0"
"17.05.2024 02:30 - 17.05.2024 02:45","1128","0"
"17.05.2024 02:45 - 17.05.2024 03:00","1071","0"
"17.05.2024 03:00 - 17.05.2024 03:15","1066","0"
"17.05.2024 03:15 - 17.05.2024 03:30","1140","0"
"17.05.2024 03:30 - 17.05.2024 03:45","1109","0"
"17.05.2024 03:45 - 17.05.2024 04:00","1120","0"
"17.05.2024 04:00 - 17.05.2024 04:15","1117","0"
"17.05.2024 04:15 - 17.05.2024 04:30","1088","0"
"17.05.2024 04:30 - 17.05.2024 04:45","1088","0"
"17.05.2024 04:45 - 17.05.2024 05:00","1072","0"
"17.05.2024 05:00 - 17.05.2024 05:15","1045","0"
"17.05.2024 05:15 - 17.05.2024 05:30","1225","0"
"17.05.2024 05:30 - 17.05.2024 05:45","1119","0"
"17.05.2024 05:45 - 17.05.2024 06:00","1120","0"
"17.05.2024 06:00 - 17.05.2024 06:15","1026","0"
"17.05.2024 06:15 - 17.05.2024 06:30","1046","0"
"17.05.2024 06:30 - 17.05.2024 06:45","1093","0"
"17.05.2024 06:45 - 17.05.2024 07:00","1016","0"
"17.05.2024 07:00 - 17.05.2024 07:15","997","0"
"17.05.2024 07:15 - 17.05.2024 07:30","1159","0"
"17.05.2024 07:30 - 17.05.2024 07:45","1050","0"
"17.05.2024 07:45 - 17.05.2024 08:00","939","0"
"17.05.2024 08:00 - 17.05.2024 08:15","1000","0"
"17.05.2024 08:15 - 17.05.2024 08:30","611","0"
"17.05.2024 08:30 - 17.05.2024 08:45","493","0"
"17.05.2024 08:45 - 17.05.2024 09:00","513","0"
"17.05.2024 09:00 - 17.05.2024 09:15","851","0"
"17.05.2024 09:15 - 17.05.2024 09:30","1220","0"
"17.05.2024 09:30 - 17.05.2024 09:45","1235","0"
"17.05.2024 09:45 - 17.05.2024 10:00","1401","0"
"17.05.2024 10:00 - 17.05.2024 10:15","1259","0"
"17.05.2024 10:15 - 17.05.2024 10:30","1745","0"
"17.05.2024 10:30 - 17.05.2024 10:45","1356","0"
"17.05.2024 10:45 - 17.05.2024 11:00","1154","0"
"17.05.2024 11:00 - 17.05.2024 11:15","1168","0"
"17.05.2024 11:15 - 17.05.2024 11:30","882","0"
"17.05.2024 11:30 - 17.05.2024 11:45","903","0"
"17.05.2024 11:45 - 17.05.2024 12:00","1180","0"
"17.05.2024 12:00 - 17.05.2024 12:15","1123","0"
"17.05.2024 12:15 - 17.05.2024 12:30","838","0"
"17.05.2024 12:30 - 17.05.2024 12:45","497","0"
"17.05.2024 12:45 - 17.05.2024 13:00","636","0"
"17.05.2024 13:00 - 17.05.2024 13:15","701","0"
"17.05.2024 13:15 - 17.05.2024 13:30","565","0"
"17.05.2024 13:30 - 17.05.2024 13:45","1210","0"
"17.05.2024 13:45 - 17.05.2024 14:00","938","0"
"17.05.2024 14:00 - 17.05.2024 14:15","902","0"
"17.05.2024 14:15 - 17.05.2024 14:30","649","0"
"17.05.2024 14:30 - 17.05.2024 14:45","249","0"
"17.05.2024 14:45 - 17.05.2024 15:00","259","0"
"17.05.2024 15:00 - 17.05.2024 15:15","587","0"
"17.05.2024 15:15 - 17.05.2024 15:30","106","0"
"17.05.2024 15:30 - 17.05.2024 15:45","0","279"
"17.05.2024 15:45 - 17.05.2024 16:00","0","255"
"17.05.2024 16:00 - 17.05.2024 16:15","0","323"
"17.05.2024 16:15 - 17.05.2024 16:30","0","685"
"17.05.2024 16:30 - 17.05.2024 16:45","0","1039"
"17.05.2024 16:45 - 17.05.2024 17:00","0","997"
"17.05.2024 17:00 - 17.05.2024 17:15","0","1112"
"17.05.2024 17:15 - 17.05.2024 17:30","0","988"
"17.05.2024 17:30 - 17.05.2024 17:45","0","1207"
"17.05.2024 17:45 - 17.05.2024 18:00","0","1266"
"17.05.2024 18:00 - 17.05.2024 18:15","0","1341"
"17.05.2024 18:15 - 17.05.2024 18:30","0","1328"
"17.05.2024 18:30 - 17.05.2024 18:45","0","1266"
"17.05.2024 18:45 - 17.05.2024 19:00","0","1408"
"17.05.2024 19:00 - 17.05.2024 19:15","0","1476"
"17.05.2024 19:15 - 17.05.2024 19:30","0","2027"
"17.05.2024 19:30 - 17.05.2024 19:45","0","1574"
"17.05.2024 19:45 - 17.05.2024 20:00","0","1634"
"17.05.2024 20:00 - 17.05.2024 20:15","0","1608"
"17.05.2024 20:15 - 17.05.2024 20:30","1069","0"
"17.05.2024 20:30 - 17.05.2024 20:45","1582","0"
"17.05.2024 20:45 - 17.05.2024 21:00","1154","0"
"17.05.2024 21:00 - 17.05.2024 21:15","1479","0"
"17.05.2024 21:15 - 17.05.2024 21:30","2192","0"
"17.05.2024 21:30 - 17.05.2024 21:45","2757","0"
"17.05.2024 21:45 - 17.05.2024 22:00","2740","0"
"17.05.2024 22:00 - 17.05.2024 22:15","2435","0"
"17.05.2024 22:15 - 17.05.2024 22:30","1800","0"
"17.05.2024 22:30 - 17.05.2024 22:45","1842","0"
"17.05.2024 22:45 - 17.05.2024 23:00","1786","0"
"17.05.2024 23:00 - 17.05.2024 23:15","1617","0"
"17.05.2024 23:15 - 17.05.2024 23:30","530","0"
"17.05.2024 23:30 - 17.05.2024 23:45","424","0"
"17.05.2024 23:45 - 18.05.2024 00:00","93","0"
"18.05.2024 00:00 - 18.05.2024 00:15","216","0"
"18.05.2024 00:15 - 18.05.2024 00:30","734","0"
"18.05.2024 00:30 - 18.05.2024 00:45","1188","0"
"18.05.2024 00:45 - 18.05.2024 01:00","1280","0"
"18.05.2024 01:00 - 18.05.2024 01:15","1318","0"
"18.05.2024 01:15 - 18.05.2024 01:30","1261","0"
"18.05.2024 01:30 - 18.05.2024 01:45","1214","0"
"18.05.2024 01:45 - 18.05.2024 02:00","1233","0"
"18.05.2024 02:00 - 18.05.2024 02:15","1353","0"
"18.05.2024 02:15 - 18.05.2024 02:30","1404","0"
"18.05.2024 02:30 - 18.05.2024 02:45","1896","0"
"18.05.2024 02:45 - 18.05.2024 03:00","2846","0"
"18.05.2024 03:00 - 18.05.2024 03:15","3263","0"
"18.05.2024 03:15 - 18.05.2024 03:30","3216","0"
"18.05.2024 03:30 - 18.05.2024 03:45","3038","0"
"18.05.2024 03:45 - 18.05.2024 04:00","3161","0"
"18.05.2024 04:00 - 18.05.2024 04:15","3220","0"
"18.05.2024 04:15 - 18.05.2024 04:30","3179","0"
"18.05.2024 04:30 - 18.05.2024 04:45","3134","0"
"18.05.2024 04:45 - 18.05.2024 05:00","3123","0"
"18.05.2024 05:00 - 18.05.2024 05:15","3112","0"
"18.05.2024 05:15 - 18.05.2024 05:30","3073","0"
"18.05.2024 05:30 - 18.05.2024 05:45","3149","0"
"18.05.2024 05:45 - 18.05.2024 06:00","3181","0"
"18.05.2024 06:00 - 18.05.2024 06:15","3140","0"
"18.05.2024 06:15 - 18.05.2024 06:30","3227","0"
"18.05.2024 06:30 - 18.05.2024 06:45","3258","0"
"18.05.2024 06:45 - 18.05.2024 07:00","3256","0"
"18.05.2024 07:00 - 18.05.2024 07:15","3133","0"
"18.05.2024 07:15 - 18.05.2024 07:30","3013","0"
"18.05.2024 07:30 - 18.05.2024 07:45","3121","0"
"18.05.2024 07:45 - 18.05.2024 08:00","2922","0"
"18.05.2024 08:00 - 18.05.2024 08:15","2928","0"
"18.05.2024 08:15 - 18.05.2024 08:30","2609","0"
"18.05.2024 08:30 - 18.05.2024 08:45","2265","0"
"18.05.2024 08:45 - 18.05.2024 09:00","2069","0"
"18.05.2024 09:00 - 18.05.2024 09:15","1749","0"
"18.05.2024 09:15 - 18.05.2024 09:30","959","0"
"18.05.2024 09:30 - 18.05.2024 09:45","426","0"
"18.05.2024 09:45 - 18.05.2024 10:00","476","0"
"18.05.2024 10:00 - 18.05.2024 10:15","1024","0"
"18.05.2024 10:15 - 18.05.2024 10:30","1025","0"
"18.05.2024 10:30 - 18.05.2024 10:45","1041","0"
"18.05.2024 10:45 - 18.05.2024 11:00","1145","0"
"18.05.2024 11:00 - 18.05.2024 11:15","1158","0"
"18.05.2024 11:15 - 18.05.2024 11:30","757","0"
"18.05.2024 11:30 - 18.05.2024 11:45","720","0"
"18.05.2024 11:45 - 18.05.2024 12:00","889","0"
"18.05.2024 12:00 - 18.05.2024 12:15","687","0"
"18.05.2024 12:15 - 18.05.2024 12:30","539","0"
"18.05.2024 12:30 - 18.05.2024 12:45","456","0"
"18.05.2024 12:45 - 18.05.2024 13:00","172","0"
"18.05.2024 13:00 - 18.05.2024 13:15","244","0"
"18.05.2024 13:15 - 18.05.2024 13:30","823","0"
"18.05.2024 13:30 - 18.05.2024 13:45","822","0"
"18.05.2024 13:45 - 18.05.2024 14:00","1077","0"
"18.05.2024 14:00 - 18.05.2024 14:15","1089","0"
"18.05.2024 14:15 - 18.05.2024 14:30","893","0"
"18.05.2024 14:30 - 18.05.2024 14:45","707","0"
"18.05.2024 14:45 - 18.05.2024 15:00","653","0"
"18.05.2024 15:00 - 18.05.2024 15:15","317","0"
"18.05.2024 15:15 - 18.05.2024 15:30","0","8"
"18.05.2024 15:30 - 18.05.2024 15:45","0","141"
"18.05.2024 15:45 - 18.05.2024 16:00","0","149"
"18.05.2024 16:00 - 18.05.2024 16:15","0","146"
"18.05.2024 16:15 - 18.05.2024 16:30","0","1220"
"18.05.2024 16:30 - 18.05.2024 16:45","0","1721"
"18.05.2024 16:45 - 18.05.2024 17:00","0","1518"
"18.05.2024 17:00 - 18.05.2024 17:15","0","1035"
"18.05.2024 17:15 - 18.05.2024 17:30","0","1252"
"18.05.2024 17:30 - 18.05.2024 17:45","0","1045"
"18.05.2024 17:45 - 18.05.2024 18:00","0","780"
"18.05.2024 18:00 - 18.05.2024 18:15","0","1097"
"18.05.2024 18:15 - 18.05.2024 18:30","0","1900"
"18.05.2024 18:30 - 18.05.2024 18:45","0","1983"
"18.05.2024 18:45 - 18.05.2024 19:00","0","1714"
"18.05.2024 19:00 - 18.05.2024 19:15","0","1913"
"18.05.2024 19:15 - 18.05.2024 19:30","0","1029"
"18.05.2024 19:30 - 18.05.2024 19:45","0","873"
"18.05.2024 19:45 - 18.05.2024 20:00","0","587"
"18.05.2024 20:00 - 18.05.2024 20:15","0","475"
"18.05.2024 20:15 - 18.05.2024 20:30","1953","0"
"18.05.2024 20:30 - 18.05.2024 20:45","3214","0"
"18.05.2024 20:45 - 18.05.2024 21:00","3264","0"
"18.05.2024 21:00 - 18.05.2024 21:15","3282","0"
"18.05.2024 21:15 - 18.05.2024 21:30","3066","0"
"18.05.2024 21:30 - 18.05.2024 21:45","3256","0"
"18.05.2024 21:45 - 18.05.2024 22:00","3213","0"
"18.05.2024 22:00 - 18.05.2024 22:15","3173","0"
"18.05.2024 22:15 - 18.05.2024 22:30","1678","0"
"18.05.2024 22:30 - 18.05.2024 22:45","1422","0"
"18.05.2024 22:45 - 18.05.2024 23:00","1394","0"
"18.05.2024 23:00 - 18.05.2024 23:15","1535","0"
"18.05.2024 23:15 - 18.05.2024 23:30","1069","0"
"18.05.2024 23:30 - 18.05.2024 23:45","904","0"
"18.05.2024 23:45 - 19.05.2024 00:00","426","0"
"19.05.2024 00:00 - 19.05.2024 00:15","626","0"
"19.05.2024 00:15 - 19.05.2024 00:30","1558","0"
"19.05.2024 00:30 - 19.05.2024 00:45","2245","0"
"19.05.2024 00:45 - 19.05.2024 01:00","2441","0"
"19.05.2024 01:00 - 19.05.2024 01:15","2543","0"
"19.05.2024 01:15 - 19.05.2024 01:30","2608","0"
"19.05.2024 01:30 - 19.05.2024 01:45","2759","0"
"19.05.2024 01:45 - 19.05.2024 02:00","2846","0"
"19.05.2024 02:00 - 19.05.2024 02:15","2952","0"
"19.05.2024 02:15 - 19.05.2024 02:30","2879","0"
"19.05.2024 02:30 - 19.05.2024 02:45","2789","0"
"19.05.2024 02:45 - 19.05.2024 03:00","2771","0"
"19.05.2024 03:00 - 19.05.2024 03:15","2857","0"
"19.05.2024 03:15 - 19.05.2024 03:30","2810","0"
"19.05.2024 03:30 - 19.05.2024 03:45","2867","0"
"19.05.2024 03:45 - 19.05.2024 04:00","2774","0"
"19.05.2024 04:00 - 19.05.2024 04:15","2911","0"
"19.05.2024 04:15 - 19.05.2024 04:30","2797","0"
"19.05.2024 04:30 - 19.05.2024 04:45","2792","0"
"19.05.2024 04:45 - 19.05.2024 05:00","2820","0"
"19.05.2024 05:00 - 19.05.2024 05:15","2827","0"
"19.05.2024 05:15 - 19.05.2024 05:30","2760","0"
"19.05.2024 05:30 - 19.05.2024 05:45","2819","0"
"19.05.2024 05:45 - 19.05.2024 06:00","2860","0"
"19.05.2024 06:00 - 19.05.2024 06:15","2821","0"
"19.05.2024 06:15 - 19.05.2024 06:30","2760","0"
"19.05.2024 06:30 - 19.05.2024 06:45","2822","0"
"19.05.2024 06:45 - 19.05.2024 07:00","2737","0"
"19.05.2024 07:00 - 19.05.2024 07:15","2730","0"
"19.05.2024 07:15 - 19.05.2024 07:30","2578","0"
"19.05.2024 07:30 - 19.05.2024 07:45","2368","0"
"19.05.2024 07:45 - 19.05.2024 08:00","2435","0"
"19.05.2024 08:00 - 19.05.2024 08:15","2368","0"
"19.05.2024 08:15 - 19.05.2024 08:30","1852","0"
"19.05.2024 08:30 - 19.05.2024 08:45","1553","0"
"19.05.2024 08:45 - 19.05.2024 09:00","1660","0"
"19.05.2024 09:00 - 19.05.2024 09:15","1523","0"
"19.05.2024 09:15 - 19.05.2024 09:30","1752","0"
"19.05.2024 09:30 - 19.05.2024 09:45","1488","0"
"19.05.2024 09:45 - 19.05.2024 10:00","1529","0"
"19.05.2024 10:00 - 19.05.2024 10:15","1531","0"
"19.05.2024 10:15 - 19.05.2024 10:30","1888","0"
"19.05.2024 10:30 - 19.05.2024 10:45","1656","0"
"19.05.2024 10:45 - 19.05.2024 11:00","1423","0"
"19.05.2024 11:00 - 19.05.2024 11:15","1564","0"
"19.05.2024 11:15 - 19.05.2024 11:30","2472","0"
"19.05.2024 11:30 - 19.05.2024 11:45","2500","0"
"19.05.2024 11:45 - 19.05.2024 12:00","2350","0"
"19.05.2024 12:00 - 19.05.2024 12:15","2306","0"
"19.05.2024 12:15 - 19.05.2024 12:30","710","0"
"19.05.2024 12:30 - 19.05.2024 12:45","285","0"
"19.05.2024 12:45 - 19.05.2024 13:00","430","0"
"19.05.2024 13:00 - 19.05.2024 13:15","585","0"
"19.05.2024 13:15 - 19.05.2024 13:30","1131","0"
"19.05.2024 13:30 - 19.05.2024 13:45","1083","0"
"19.05.2024 13:45 - 19.05.2024 14:00","1105","0"
"19.05.2024 14:00 - 19.05.2024 14:15","1297","0"
"19.05.2024 14:15 - 19.05.2024 14:30","2589","0"
"19.05.2024 14:30 - 19.05.2024 14:45","2644","0"
"19.05.2024 14:45 - 19.05.2024 15:00","2459","0"
"19.05.2024 15:00 - 19.05.2024 15:15","2340","0"
"19.05.2024 15:15 - 19.05.2024 15:30","1696","0"
"19.05.2024 15:30 - 19.05.2024 15:45","1492","0"
"19.05.2024 15:45 - 19.05.2024 16:00","1620","0"
"19.05.2024 16:00 - 19.05.2024 16:15","1381","0"
"19.05.2024 16:15 - 19.05.2024 16:30","238","0"
"19.05.2024 16:30 - 19.05.2024 16:45","115","0"
"19.05.2024 16:45 - 19.05.2024 17:00","0","172"
"19.05.2024 17:00 - 19.05.2024 17:15","0","148"
"19.05.2024 17:15 - 19.05.2024 17:30","0","1783"
"19.05.2024 17:30 - 19.05.2024 17:45","0","2733"
"19.05.2024 17:45 - 19.05.2024 18:00","0","2764"
"19.05.2024 18:00 - 19.05.2024 18:15","0","2404"
"19.05.2024 18:15 - 19.05.2024 18:30","0","1714"
"19.05.2024 18:30 - 19.05.2024 18:45","0","1353"
"19.05.2024 18:45 - 19.05.2024 19:00","0","1455"
"19.05.2024 19:00 - 19.05.2024 19:15","0","1557"
"19.05.2024 19:15 - 19.05.2024 19:30","0","1372"
"19.05.2024 19:30 - 19.05.2024 19:45","0","1141"
"19.05.2024 19:45 - 19.05.2024 20:00","0","1489"
"19.05.2024 20:00 - 19.05.2024 20:15","0","1063"
"19.05.2024 20:15 - 19.05.2024 20:30","1530","0"
"19.05.2024 20:30 - 19.05.2024 20:45","2836","0"
"19.05.2024 20:45 - 19.05.2024 21:00","2887","0"
"19.05.2024 21:00 - 19.05.2024 21:15","2956","0"
"19.05.2024 21:15 - 19.05.2024 21:30","2819","0"
"19.05.2024 21:30 - 19.05.2024 21:45","3048","0"
"19.05.2024 21:45 - 19.05.2024 22:00","3172","0"
"19.05.2024 22:00 - 19.05.2024 22:15","3105","0"
"19.05.2024 22:15 - 19.05.2024 22:30","1854","0"
"19.05.2024 22:30 - 19.05.2024 22:45","1747","0"
"19.05.2024 22:45 - 19.05.2024 23:00","1630","0"
"19.05.2024 23:00 - 19.05.2024 23:15","1425","0"
"19.05.2024 23:15 - 19.05.2024 23:30","1373","0"
"19.05.2024 23:30 - 19.05.2024 23:45","1434","0"
"19.05.2024 23:45 - 20.05.2024 00:00","1414","0"
"20.05.2024 00:00 - 20.05.2024 00:15","1572","0"
"20.05.2024 00:15 - 20.05.2024 00:30","2521","0"
"20.05.2024 00:30 - 20.05.2024 00:45","2901","0"
"20.05.2024 00:45 - 20.05.2024 01:00","2882","0"
"20.05.2024 01:00 - 20.05.2024 01:15","2819","0"
"20.05.2024 01:15 - 20.05.2024 01:30","2831","0"
"20.05.2024 01:30 - 20.05.2024 01:45","2841","0"
"20.05.2024 01:45 - 20.05.2024 02:00","2784","0"
"20.05.2024 02:00 - 20.05.2024 02:15","2729","0"
"20.05.2024 02:15 - 20.05.2024 02:30","2844","0"
"20.05.2024 02:30 - 20.05.2024 02:45","2815","0"
"20.05.2024 02:45 - 20.05.2024 03:00","2856","0"
"20.05.2024 03:00 - 20.05.2024 03:15","2830","0"
"20.05.2024 03:15 - 20.05.2024 03:30","2870","0"
"20.05.2024 03:30 - 20.05.2024 03:45","2656","0"
"20.05.2024 03:45 - 20.05.2024 04:00","2553","0"
"20.05.2024 04:00 - 20.05.2024 04:15","2599","0"
"20.05.2024 04:15 - 20.05.2024 04:30","2594","0"
"20.05.2024 04:30 - 20.05.2024 04:45","2535","0"
"20.05.2024 04:45 - 20.05.2024 05:00","2544","0"
"20.05.2024 05:00 - 20.05.2024 05:15","2566","0"
"20.05.2024 05:15 - 20.05.2024 05:30","2537","0"
"20.05.2024 05:30 - 20.05.2024 05:45","2581","0"
"20.05.2024 05:45 - 20.05.2024 06:00","2563","0"
"20.05.2024 06:00 - 20.05.2024 06:15","2584","0"
"20.05.2024 06:15 - 20.05.2024 06:30","2478","0"
"20.05.2024 06:30 - 20.05.2024 06:45","2677","0"
"20.05.2024 06:45 - 20.05.2024 07:00","2576","0"
"20.05.2024 07:00 - 20.05.2024 07:15","2583","0"
"20.05.2024 07:15 - 20.05.2024 07:30","2620","0"
"20.05.2024 07:30 - 20.05.2024 07:45","2612","0"
"20.05.2024 07:45 - 20.05.2024 08:00","2543","0"
"20.05.2024 08:00 - 20.05.2024 08:15","2646","0"
"20.05.2024 08:15 - 20.05.2024 08:30","2564","0"
"20.05.2024 08:30 - 20.05.2024 08:45","2489","0"
"20.05.2024 08:45 - 20.05.2024 09:00","2521","0"
"20.05.2024 09:00 - 20.05.2024 09:15","2563","0"
"20.05.2024 09:15 - 20.05.2024 09:30","2678","0"
"20.05.2024 09:30 - 20.05.2024 09:45","2465","0"
"20.05.2024 09:45 - 20.05.2024 10:00","2510","0"
