"Time (CET/CEST)","France (FR) > Spain (ES) [MW]","Spain (ES) > France (FR) [MW]"
"10.05.2024 23:15 - 10.05.2024 23:30","847","0"
"10.05.2024 23:30 - 10.05.2024 23:45","866","0"
"10.05.2024 23:45 - 11.05.2024 00:00","909","0"
"11.05.2024 00:00 - 11.05.2024 00:15","1099","0"
"11.05.2024 00:15 - 11.05.2024 00:30","2562","0"
"11.05.2024 00:30 - 11.05.2024 00:45","2636","0"
"11.05.2024 00:45 - 11.05.2024 01:00","2588","0"
"11.05.2024 01:00 - 11.05.2024 01:15","2644","0"
"11.05.2024 01:15 - 11.05.2024 01:30","2628","0"
"11.05.2024 01:30 - 11.05.2024 01:45","2724","0"
"11.05.2024 01:45 - 11.05.2024 02:00","2667","0"
"11.05.2024 02:00 - 11.05.2024 02:15","2705","0"
"11.05.2024 02:15 - 11.05.2024 02:30","2693","0"
"11.05.2024 02:30 - 11.05.2024 02:45","2768","0"
"11.05.2024 02:45 - 11.05.2024 03:00","2684","0"
"11.05.2024 03:00 - 11.05.2024 03:15","2701","0"
"11.05.2024 03:15 - 11.05.2024 03:30","2483","0"
"11.05.2024 03:30 - 11.05.2024 03:45","2470","0"
"11.05.2024 03:45 - 11.05.2024 04:00","2539","0"
"11.05.2024 04:00 - 11.05.2024 04:15","2476","0"
"11.05.2024 04:15 - 11.05.2024 04:30","2326","0"
"11.05.2024 04:30 - 11.05.2024 04:45","2444","0"
"11.05.2024 04:45 - 11.05.2024 05:00","2458","0"
"11.05.2024 05:00 - 11.05.2024 05:15","2402","0"
"11.05.2024 05:15 - 11.05.2024 05:30","2390","0"
"11.05.2024 05:30 - 11.05.2024 05:45","2458","0"
"11.05.2024 05:45 - 11.05.2024 06:00","2489","0"
"11.05.2024 06:00 - 11.05.2024 06:15","2563","0"
"11.05.2024 06:15 - 11.05.2024 06:30","2458","0"
"11.05.2024 06:30 - 11.05.2024 06:45","2504","0"
"11.05.2024 06:45 - 11.05.2024 07:00","2552","0"
"11.05.2024 07:00 - 11.05.2024 07:15","2504","0"
"11.05.2024 07:15 - 11.05.2024 07:30","2697","0"
"11.05.2024 07:30 - 11.05.2024 07:45","2669","0"
"11.05.2024 07:45 - 11.05.2024 08:00","2819","0"
"11.05.2024 08:00 - 11.05.2024 08:15","2962","0"
"11.05.2024 08:15 - 11.05.2024 08:30","2826","0"
"11.05.2024 08:30 - 11.05.2024 08:45","2425","0"
"11.05.2024 08:45 - 11.05.2024 09:00","2987","0"
"11.05.2024 09:00 - 11.05.2024 09:15","2917","0"
"11.05.2024 09:15 - 11.05.2024 09:30","1438","0"
"11.05.2024 09:30 - 11.05.2024 09:45","1353","0"
"11.05.2024 09:45 - 11.05.2024 10:00","1292","0"
"11.05.2024 10:00 - 11.05.2024 10:15","1401","0"
"11.05.2024 10:15 - 11.05.2024 10:30","2908","0"
"11.05.2024 10:30 - 11.05.2024 10:45","2920","0"
"11.05.2024 10:45 - 11.05.2024 11:00","2896","0"
"11.05.2024 11:00 - 11.05.2024 11:15","2894","0"
"11.05.2024 11:15 - 11.05.2024 11:30","2359","0"
"11.05.2024 11:30 - 11.05.2024 11:45","2635","0"
"11.05.2024 11:45 - 11.05.2024 12:00","2613","0"
"11.05.2024 12:00 - 11.05.2024 12:15","2563","0"
"11.05.2024 12:15 - 11.05.2024 12:30","2690","0"
"11.05.2024 12:30 - 11.05.2024 12:45","2658","0"
"11.05.2024 12:45 - 11.05.2024 13:00","2567","0"
"11.05.2024 13:00 - 11.05.2024 13:15","2601","0"
"11.05.2024 13:15 - 11.05.2024 13:30","2595","0"
"11.05.2024 13:30 - 11.05.2024 13:45","2694","0"
"11.05.2024 13:45 - 11.05.2024 14:00","2640","0"
"11.05.2024 14:00 - 11.05.2024 14:15","2685","0"
"11.05.2024 14:15 - 11.05.2024 14:30","2686","0"
"11.05.2024 14:30 - 11.05.2024 14:45","2646","0"
"11.05.2024 14:45 - 11.05.2024 15:00","2602","0"
"11.05.2024 15:00 - 11.05.2024 15:15","2634","0"
"11.05.2024 15:15 - 11.05.2024 15:30","2619","0"
"11.05.2024 15:30 - 11.05.2024 15:45","2519","0"
"11.05.2024 15:45 - 11.05.2024 16:00","2492","0"
"11.05.2024 16:00 - 11.05.2024 16:15","2572","0"
"11.05.2024 16:15 - 11.05.2024 16:30","2577","0"
"11.05.2024 16:30 - 11.05.2024 16:45","2614","0"
"11.05.2024 16:45 - 11.05.2024 17:00","2579","0"
"11.05.2024 17:00 - 11.05.2024 17:15","2289","0"
"11.05.2024 17:15 - 11.05.2024 17:30","0","1331"
"11.05.2024 17:30 - 11.05.2024 17:45","0","1558"
"11.05.2024 17:45 - 11.05.2024 18:00","0","1611"
"11.05.2024 18:00 - 11.05.2024 18:15","0","1991"
"11.05.2024 18:15 - 11.05.2024 18:30","0","2527"
"11.05.2024 18:30 - 11.05.2024 18:45","0","2443"
"11.05.2024 18:45 - 11.05.2024 19:00","0","2244"
"11.05.2024 19:00 - 11.05.2024 19:15","0","2333"
"11.05.2024 19:15 - 11.05.2024 19:30","0","2529"
"11.05.2024 19:30 - 11.05.2024 19:45","0","2600"
"11.05.2024 19:45 - 11.05.2024 20:00","0","2051"
"11.05.2024 20:00 - 11.05.2024 20:15","0","2095"
"11.05.2024 20:15 - 11.05.2024 20:30","551","0"
"11.05.2024 20:30 - 11.05.2024 20:45","1250","0"
"11.05.2024 20:45 - 11.05.2024 21:00","888","0"
"11.05.2024 21:00 - 11.05.2024 21:15","945","0"
"11.05.2024 21:15 - 11.05.2024 21:30","2231","0"
"11.05.2024 21:30 - 11.05.2024 21:45","2808","0"
"11.05.2024 21:45 - 11.05.2024 22:00","2923","0"
"11.05.2024 22:00 - 11.05.2024 22:15","2892","0"
"11.05.2024 22:15 - 11.05.2024 22:30","2341","0"
"11.05.2024 22:30 - 11.05.2024 22:45","2342","0"
"11.05.2024 22:45 - 11.05.2024 23:00","2093","0"
"11.05.2024 23:00 - 11.05.2024 23:15","2102","0"
"11.05.2024 23:15 - 11.05.2024 23:30","1190","0"
"11.05.2024 23:30 - 11.05.2024 23:45","1178","0"
"11.05.2024 23:45 - 12.05.2024 00:00","1281","0"
"12.05.2024 00:00 - 12.05.2024 00:15","1483","0"
"12.05.2024 00:15 - 12.05.2024 00:30","2522","0"
"12.05.2024 00:30 - 12.05.2024 00:45","2764","0"
"12.05.2024 00:45 - 12.05.2024 01:00","2603","0"
"12.05.2024 01:00 - 12.05.2024 01:15","2548","0"
"12.05.2024 01:15 - 12.05.2024 01:30","2475","0"
"12.05.2024 01:30 - 12.05.2024 01:45","2494","0"
"12.05.2024 01:45 - 12.05.2024 02:00","2461","0"
"12.05.2024 02:00 - 12.05.2024 02:15","2487","0"
"12.05.2024 02:15 - 12.05.2024 02:30","2178","0"
"12.05.2024 02:30 - 12.05.2024 02:45","2183","0"
"12.05.2024 02:45 - 12.05.2024 03:00","2169","0"
"12.05.2024 03:00 - 12.05.2024 03:15","2187","0"
"12.05.2024 03:15 - 12.05.2024 03:30","2387","0"
"12.05.2024 03:30 - 12.05.2024 03:45","2444","0"
"12.05.2024 03:45 - 12.05.2024 04:00","2271","0"
"12.05.2024 04:00 - 12.05.2024 04:15","2395","0"
"12.05.2024 04:15 - 12.05.2024 04:30","2424","0"
"12.05.2024 04:30 - 12.05.2024 04:45","2485","0"
"12.05.2024 04:45 - 12.05.2024 05:00","2436","0"
"12.05.2024 05:00 - 12.05.2024 05:15","2484","0"
"12.05.2024 05:15 - 12.05.2024 05:30","2451","0"
"12.05.2024 05:30 - 12.05.2024 05:45","2489","0"
"12.05.2024 05:45 - 12.05.2024 06:00","2530","0"
"12.05.2024 06:00 - 12.05.2024 06:15","2505","0"
"12.05.2024 06:15 - 12.05.2024 06:30","2351","0"
"12.05.2024 06:30 - 12.05.2024 06:45","2475","0"
"12.05.2024 06:45 - 12.05.2024 07:00","2480","0"
"12.05.2024 07:00 - 12.05.2024 07:15","2465","0"
"12.05.2024 07:15 - 12.05.2024 07:30","2682","0"
"12.05.2024 07:30 - 12.05.2024 07:45","2400","0"
"12.05.2024 07:45 - 12.05.2024 08:00","2395","0"
"12.05.2024 08:00 - 12.05.2024 08:15","2559","0"
"12.05.2024 08:15 - 12.05.2024 08:30","2769","0"
"12.05.2024 08:30 - 12.05.2024 08:45","2544","0"
"12.05.2024 08:45 - 12.05.2024 09:00","2687","0"
"12.05.2024 09:00 - 12.05.2024 09:15","2629","0"
"12.05.2024 09:15 - 12.05.2024 09:30","2720","0"
"12.05.2024 09:30 - 12.05.2024 09:45","2743","0"
"12.05.2024 09:45 - 12.05.2024 10:00","2805","0"
"12.05.2024 10:00 - 12.05.2024 10:15","2653","0"
"12.05.2024 10:15 - 12.05.2024 10:30","2708","0"
"12.05.2024 10:30 - 12.05.2024 10:45","2752","0"
"12.05.2024 10:45 - 12.05.2024 11:00","2804","0"
"12.05.2024 11:00 - 12.05.2024 11:15","2837","0"
"12.05.2024 11:15 - 12.05.2024 11:30","2840","0"
"12.05.2024 11:30 - 12.05.2024 11:45","2849","0"
"12.05.2024 11:45 - 12.05.2024 12:00","2869","0"
"12.05.2024 12:00 - 12.05.2024 12:15","2812","0"
"12.05.2024 12:15 - 12.05.2024 12:30","2671","0"
"12.05.2024 12:30 - 12.05.2024 12:45","2398","0"
"12.05.2024 12:45 - 12.05.2024 13:00","2731","0"
"12.05.2024 13:00 - 12.05.2024 13:15","2704","0"
"12.05.2024 13:15 - 12.05.2024 13:30","2841","0"
"12.05.2024 13:30 - 12.05.2024 13:45","2896","0"
"12.05.2024 13:45 - 12.05.2024 14:00","2871","0"
"12.05.2024 14:00 - 12.05.2024 14:15","2837","0"
"12.05.2024 14:15 - 12.05.2024 14:30","2814","0"
"12.05.2024 14:30 - 12.05.2024 14:45","2782","0"
"12.05.2024 14:45 - 12.05.2024 15:00","2818","0"
"12.05.2024 15:00 - 12.05.2024 15:15","2788","0"
"12.05.2024 15:15 - 12.05.2024 15:30","2908","0"
"12.05.2024 15:30 - 12.05.2024 15:45","2887","0"
"12.05.2024 15:45 - 12.05.2024 16:00","2781","0"
"12.05.2024 16:00 - 12.05.2024 16:15","1830","0"
"12.05.2024 16:15 - 12.05.2024 16:30","1514","0"
"12.05.2024 16:30 - 12.05.2024 16:45","1513","0"
"12.05.2024 16:45 - 12.05.2024 17:00","1566","0"
"12.05.2024 17:00 - 12.05.2024 17:15","1353","0"
"12.05.2024 17:15 - 12.05.2024 17:30","0","92"
"12.05.2024 17:30 - 12.05.2024 17:45","32","0"
"12.05.2024 17:45 - 12.05.2024 18:00","187","0"
"12.05.2024 18:00 - 12.05.2024 18:15","0","157"
"12.05.2024 18:15 - 12.05.2024 18:30","0","2603"
"12.05.2024 18:30 - 12.05.2024 18:45","0","3045"
"12.05.2024 18:45 - 12.05.2024 19:00","0","2951"
"12.05.2024 19:00 - 12.05.2024 19:15","0","2793"
"12.05.2024 19:15 - 12.05.2024 19:30","0","1021"
"12.05.2024 19:30 - 12.05.2024 19:45","0","618"
"12.05.2024 19:45 - 12.05.2024 20:00","0","189"
"12.05.2024 20:00 - 12.05.2024 20:15","0","78"
"12.05.2024 20:15 - 12.05.2024 20:30","830","0"
"12.05.2024 20:30 - 12.05.2024 20:45","1524","0"
"12.05.2024 20:45 - 12.05.2024 21:00","1544","0"
"12.05.2024 21:00 - 12.05.2024 21:15","1803","0"
"12.05.2024 21:15 - 12.05.2024 21:30","2238","0"
"12.05.2024 21:30 - 12.05.2024 21:45","2976","0"
"12.05.2024 21:45 - 12.05.2024 22:00","3102","0"
"12.05.2024 22:00 - 12.05.2024 22:15","3098","0"
"12.05.2024 22:15 - 12.05.2024 22:30","2932","0"
"12.05.2024 22:30 - 12.05.2024 22:45","2943","0"
"12.05.2024 22:45 - 12.05.2024 23:00","2799","0"
"12.05.2024 23:00 - 12.05.2024 23:15","2742","0"
"12.05.2024 23:15 - 12.05.2024 23:30","1896","0"
"12.05.2024 23:30 - 12.05.2024 23:45","1688","0"
"12.05.2024 23:45 - 13.05.2024 00:00","1523","0"
"13.05.2024 00:00 - 13.05.2024 00:15","1647","0"
"13.05.2024 00:15 - 13.05.2024 00:30","2676","0"
"13.05.2024 00:30 - 13.05.2024 00:45","3066","0"
"13.05.2024 00:45 - 13.05.2024 01:00","2893","0"
"13.05.2024 01:00 - 13.05.2024 01:15","3171","0"
"13.05.2024 01:15 - 13.05.2024 01:30","3274","0"
"13.05.2024 01:30 - 13.05.2024 01:45","3371","0"
"13.05.2024 01:45 - 13.05.2024 02:00","2874","0"
"13.05.2024 02:00 - 13.05.2024 02:15","2759","0"
"13.05.2024 02:15 - 13.05.2024 02:30","2552","0"
"13.05.2024 02:30 - 13.05.2024 02:45","2518","0"
"13.05.2024 02:45 - 13.05.2024 03:00","2592","0"
"13.05.2024 03:00 - 13.05.2024 03:15","2687","0"
"13.05.2024 03:15 - 13.05.2024 03:30","2889","0"
"13.05.2024 03:30 - 13.05.2024 03:45","2900","0"
"13.05.2024 03:45 - 13.05.2024 04:00","2883","0"
"13.05.2024 04:00 - 13.05.2024 04:15","2895","0"
"13.05.2024 04:15 - 13.05.2024 04:30","2937","0"
"13.05.2024 04:30 - 13.05.2024 04:45","2953","0"
"13.05.2024 04:45 - 13.05.2024 05:00","2888","0"
"13.05.2024 05:00 - 13.05.2024 05:15","2742","0"
"13.05.2024 05:15 - 13.05.2024 05:30","2746","0"
"13.05.2024 05:30 - 13.05.2024 05:45","2777","0"
"13.05.2024 05:45 - 13.05.2024 06:00","2686","0"
"13.05.2024 06:00 - 13.05.2024 06:15","2635","0"
"13.05.2024 06:15 - 13.05.2024 06:30","2780","0"
"13.05.2024 06:30 - 13.05.2024 06:45","2688","0"
"13.05.2024 06:45 - 13.05.2024 07:00","2602","0"
"13.05.2024 07:00 - 13.05.2024 07:15","2377","0"
"13.05.2024 07:15 - 13.05.2024 07:30","1705","0"
"13.05.2024 07:30 - 13.05.2024 07:45","976","0"
"13.05.2024 07:45 - 13.05.2024 08:00","828","0"
"13.05.2024 08:00 - 13.05.2024 08:15","351","0"
"13.05.2024 08:15 - 13.05.2024 08:30","0","1073"
"13.05.2024 08:30 - 13.05.2024 08:45","0","1712"
"13.05.2024 08:45 - 13.05.2024 09:00","0","1794"
"13.05.2024 09:00 - 13.05.2024 09:15","0","1893"
"13.05.2024 09:15 - 13.05.2024 09:30","0","1509"
"13.05.2024 09:30 - 13.05.2024 09:45","0","1510"
"13.05.2024 09:45 - 13.05.2024 10:00","0","1653"
"13.05.2024 10:00 - 13.05.2024 10:15","0","1413"
"13.05.2024 10:15 - 13.05.2024 10:30","162","0"
"13.05.2024 10:30 - 13.05.2024 10:45","226","0"
"13.05.2024 10:45 - 13.05.2024 11:00","234","0"
"13.05.2024 11:00 - 13.05.2024 11:15","221","0"
"13.05.2024 11:15 - 13.05.2024 11:30","404","0"
"13.05.2024 11:30 - 13.05.2024 11:45","428","0"
"13.05.2024 11:45 - 13.05.2024 12:00","514","0"
"13.05.2024 12:00 - 13.05.2024 12:15","500","0"
"13.05.2024 12:15 - 13.05.2024 12:30","1620","0"
"13.05.2024 12:30 - 13.05.2024 12:45","2103","0"
"13.05.2024 12:45 - 13.05.2024 13:00","2215","0"
"13.05.2024 13:00 - 13.05.2024 13:15","2084","0"
"13.05.2024 13:15 - 13.05.2024 13:30","1835","0"
"13.05.2024 13:30 - 13.05.2024 13:45","1762","0"
"13.05.2024 13:45 - 13.05.2024 14:00","1852","0"
"13.05.2024 14:00 - 13.05.2024 14:15","1897","0"
"13.05.2024 14:15 - 13.05.2024 14:30","1729","0"
"13.05.2024 14:30 - 13.05.2024 14:45","1809","0"
"13.05.2024 14:45 - 13.05.2024 15:00","2048","0"
"13.05.2024 15:00 - 13.05.2024 15:15","1806","0"
"13.05.2024 15:15 - 13.05.2024 15:30","2152","0"
"13.05.2024 15:30 - 13.05.2024 15:45","2335","0"
"13.05.2024 15:45 - 13.05.2024 16:00","1938","0"
"13.05.2024 16:00 - 13.05.2024 16:15","1822","0"
"13.05.2024 16:15 - 13.05.2024 16:30","0","738"
"13.05.2024 16:30 - 13.05.2024 16:45","0","979"
"13.05.2024 16:45 - 13.05.2024 17:00","0","935"
"13.05.2024 17:00 - 13.05.2024 17:15","0","992"
"13.05.2024 17:15 - 13.05.2024 17:30","0","1057"
"13.05.2024 17:30 - 13.05.2024 17:45","0","1152"
"13.05.2024 17:45 - 13.05.2024 18:00","0","1571"
"13.05.2024 18:00 - 13.05.2024 18:15","0","1794"
"13.05.2024 18:15 - 13.05.2024 18:30","0","2185"
"13.05.2024 18:30 - 13.05.2024 18:45","0","2275"
"13.05.2024 18:45 - 13.05.2024 19:00","0","2558"
"13.05.2024 19:00 - 13.05.2024 19:15","0","2643"
"13.05.2024 19:15 - 13.05.2024 19:30","0","2437"
"13.05.2024 19:30 - 13.05.2024 19:45","0","2484"
"13.05.2024 19:45 - 13.05.2024 20:00","0","2180"
"13.05.2024 20:00 - 13.05.2024 20:15","0","2399"
"13.05.2024 20:15 - 13.05.2024 20:30","0","1744"
"13.05.2024 20:30 - 13.05.2024 20:45","0","1382"
"13.05.2024 20:45 - 13.05.2024 21:00","0","1469"
"13.05.2024 21:00 - 13.05.2024 21:15","0","1264"
"13.05.2024 21:15 - 13.05.2024 21:30","0","128"
"13.05.2024 21:30 - 13.05.2024 21:45","523","0"
"13.05.2024 21:45 - 13.05.2024 22:00","420","0"
"13.05.2024 22:00 - 13.05.2024 22:15","120","0"
"13.05.2024 22:15 - 13.05.2024 22:30","0","593"
"13.05.2024 22:30 - 13.05.2024 22:45","0","707"
"13.05.2024 22:45 - 13.05.2024 23:00","0","758"
"13.05.2024 23:00 - 13.05.2024 23:15","0","746"
"13.05.2024 23:15 - 13.05.2024 23:30","0","669"
"13.05.2024 23:30 - 13.05.2024 23:45","0","819"
"13.05.2024 23:45 - 14.05.2024 00:00","0","911"
"14.05.2024 00:00 - 14.05.2024 00:15","0","856"
"14.05.2024 00:15 - 14.05.2024 00:30","1057","0"
"14.05.2024 00:30 - 14.05.2024 00:45","1496","0"
"14.05.2024 00:45 - 14.05.2024 01:00","1595","0"
"14.05.2024 01:00 - 14.05.2024 01:15","1594","0"
"14.05.2024 01:15 - 14.05.2024 01:30","2262","0"
"14.05.2024 01:30 - 14.05.2024 01:45","2516","0"
"14.05.2024 01:45 - 14.05.2024 02:00","2331","0"
"14.05.2024 02:00 - 14.05.2024 02:15","1931","0"
"14.05.2024 02:15 - 14.05.2024 02:30","1758","0"
"14.05.2024 02:30 - 14.05.2024 02:45","1563","0"
"14.05.2024 02:45 - 14.05.2024 03:00","1303","0"
"14.05.2024 03:00 - 14.05.2024 03:15","1692","0"
"14.05.2024 03:15 - 14.05.2024 03:30","1452","0"
"14.05.2024 03:30 - 14.05.2024 03:45","1419","0"
"14.05.2024 03:45 - 14.05.2024 04:00","1505","0"
"14.05.2024 04:00 - 14.05.2024 04:15","1567","0"
"14.05.2024 04:15 - 14.05.2024 04:30","2512","0"
"14.05.2024 04:30 - 14.05.2024 04:45","2291","0"
"14.05.2024 04:45 - 14.05.2024 05:00","2120","0"
"14.05.2024 05:00 - 14.05.2024 05:15","2324","0"
"14.05.2024 05:15 - 14.05.2024 05:30","2566","0"
"14.05.2024 05:30 - 14.05.2024 05:45","2470","0"
"14.05.2024 05:45 - 14.05.2024 06:00","2395","0"
"14.05.2024 06:00 - 14.05.2024 06:15","2232","0"
"14.05.2024 06:15 - 14.05.2024 06:30","1896","0"
"14.05.2024 06:30 - 14.05.2024 06:45","1623","0"
"14.05.2024 06:45 - 14.05.2024 07:00","1514","0"
"14.05.2024 07:00 - 14.05.2024 07:15","1238","0"
"14.05.2024 07:15 - 14.05.2024 07:30","1004","0"
"14.05.2024 07:30 - 14.05.2024 07:45","896","0"
"14.05.2024 07:45 - 14.05.2024 08:00","793","0"
"14.05.2024 08:00 - 14.05.2024 08:15","489","0"
"14.05.2024 08:15 - 14.05.2024 08:30","0","1028"
"14.05.2024 08:30 - 14.05.2024 08:45","0","1513"
"14.05.2024 08:45 - 14.05.2024 09:00","0","1311"
"14.05.2024 09:00 - 14.05.2024 09:15","0","1137"
"14.05.2024 09:15 - 14.05.2024 09:30","0","1493"
"14.05.2024 09:30 - 14.05.2024 09:45","0","1506"
"14.05.2024 09:45 - 14.05.2024 10:00","0","1530"
"14.05.2024 10:00 - 14.05.2024 10:15","0","1576"
"14.05.2024 10:15 - 14.05.2024 10:30","0","1202"
"14.05.2024 10:30 - 14.05.2024 10:45","0","1513"
"14.05.2024 10:45 - 14.05.2024 11:00","0","1766"
"14.05.2024 11:00 - 14.05.2024 11:15","0","1128"
"14.05.2024 11:15 - 14.05.2024 11:30","302","0"
"14.05.2024 11:30 - 14.05.2024 11:45","778","0"
"14.05.2024 11:45 - 14.05.2024 12:00","1062","0"
"14.05.2024 12:00 - 14.05.2024 12:15","1079","0"
"14.05.2024 12:15 - 14.05.2024 12:30","1168","0"
"14.05.2024 12:30 - 14.05.2024 12:45","1592","0"
"14.05.2024 12:45 - 14.05.2024 13:00","1147","0"
"14.05.2024 13:00 - 14.05.2024 13:15","1127","0"
"14.05.2024 13:15 - 14.05.2024 13:30","1167","0"
"14.05.2024 13:30 - 14.05.2024 13:45","1137","0"
"14.05.2024 13:45 - 14.05.2024 14:00","1037","0"
"14.05.2024 14:00 - 14.05.2024 14:15","904","0"
"14.05.2024 14:15 - 14.05.2024 14:30","1027","0"
"14.05.2024 14:30 - 14.05.2024 14:45","1127","0"
"14.05.2024 14:45 - 14.05.2024 15:00","1073","0"
"14.05.2024 15:00 - 14.05.2024 15:15","907","0"
"14.05.2024 15:15 - 14.05.2024 15:30","1168","0"
"14.05.2024 15:30 - 14.05.2024 15:45","956","0"
"14.05.2024 15:45 - 14.05.2024 16:00","608","0"
"14.05.2024 16:00 - 14.05.2024 16:15","477","0"
"14.05.2024 16:15 - 14.05.2024 16:30","0","958"
"14.05.2024 16:30 - 14.05.2024 16:45","0","1320"
"14.05.2024 16:45 - 14.05.2024 17:00","0","1457"
"14.05.2024 17:00 - 14.05.2024 17:15","0","1391"
"14.05.2024 17:15 - 14.05.2024 17:30","0","1389"
"14.05.2024 17:30 - 14.05.2024 17:45","0","1182"
"14.05.2024 17:45 - 14.05.2024 18:00","0","1653"
"14.05.2024 18:00 - 14.05.2024 18:15","0","1414"
"14.05.2024 18:15 - 14.05.2024 18:30","0","509"
"14.05.2024 18:30 - 14.05.2024 18:45","0","231"
"14.05.2024 18:45 - 14.05.2024 19:00","0","332"
"14.05.2024 19:00 - 14.05.2024 19:15","0","430"
"14.05.2024 19:15 - 14.05.2024 19:30","0","431"
"14.05.2024 19:30 - 14.05.2024 19:45","0","218"
"14.05.2024 19:45 - 14.05.2024 20:00","0","169"
"14.05.2024 20:00 - 14.05.2024 20:15","0","535"
"14.05.2024 20:15 - 14.05.2024 20:30","0","666"
"14.05.2024 20:30 - 14.05.2024 20:45","0","172"
"14.05.2024 20:45 - 14.05.2024 21:00","69","0"
"14.05.2024 21:00 - 14.05.2024 21:15","309","0"
"14.05.2024 21:15 - 14.05.2024 21:30","369","0"
"14.05.2024 21:30 - 14.05.2024 21:45","702","0"
"14.05.2024 21:45 - 14.05.2024 22:00","742","0"
"14.05.2024 22:00 - 14.05.2024 22:15","695","0"
"14.05.2024 22:15 - 14.05.2024 22:30","0","424"
"14.05.2024 22:30 - 14.05.2024 22:45","0","515"
"14.05.2024 22:45 - 14.05.2024 23:00","0","571"
"14.05.2024 23:00 - 14.05.2024 23:15","0","472"
"14.05.2024 23:15 - 14.05.2024 23:30","0","481"
"14.05.2024 23:30 - 14.05.2024 23:45","0","439"
"14.05.2024 23:45 - 15.05.2024 00:00","0","447"
"15.05.2024 00:00 - 15.05.2024 00:15","0","402"
"15.05.2024 00:15 - 15.05.2024 00:30","210","0"
"15.05.2024 00:30 - 15.05.2024 00:45","350","0"
"15.05.2024 00:45 - 15.05.2024 01:00","214","0"
"15.05.2024 01:00 - 15.05.2024 01:15","276","0"
"15.05.2024 01:15 - 15.05.2024 01:30","771","0"
"15.05.2024 01:30 - 15.05.2024 01:45","800","0"
"15.05.2024 01:45 - 15.05.2024 02:00","647","0"
"15.05.2024 02:00 - 15.05.2024 02:15","670","0"
"15.05.2024 02:15 - 15.05.2024 02:30","1252","0"
"15.05.2024 02:30 - 15.05.2024 02:45","1533","0"
"15.05.2024 02:45 - 15.05.2024 03:00","1638","0"
"15.05.2024 03:00 - 15.05.2024 03:15","1782","0"
"15.05.2024 03:15 - 15.05.2024 03:30","2417","0"
"15.05.2024 03:30 - 15.05.2024 03:45","2821","0"
"15.05.2024 03:45 - 15.05.2024 04:00","2732","0"
"15.05.2024 04:00 - 15.05.2024 04:15","2818","0"
"15.05.2024 04:15 - 15.05.2024 04:30","3100","0"
"15.05.2024 04:30 - 15.05.2024 04:45","3097","0"
"15.05.2024 04:45 - 15.05.2024 05:00","3103","0"
"15.05.2024 05:00 - 15.05.2024 05:15","3113","0"
"15.05.2024 05:15 - 15.05.2024 05:30","3141","0"
"15.05.2024 05:30 - 15.05.2024 05:45","3031","0"
"15.05.2024 05:45 - 15.05.2024 06:00","2997","0"
"15.05.2024 06:00 - 15.05.2024 06:15","2943","0"
"15.05.2024 06:15 - 15.05.2024 06:30","1888","0"
"15.05.2024 06:30 - 15.05.2024 06:45","1674","0"
"15.05.2024 06:45 - 15.05.2024 07:00","1602","0"
"15.05.2024 07:00 - 15.05.2024 07:15","1366","0"
"15.05.2024 07:15 - 15.05.2024 07:30","1529","0"
"15.05.2024 07:30 - 15.05.2024 07:45","1520","0"
"15.05.2024 07:45 - 15.05.2024 08:00","1325","0"
"15.05.2024 08:00 - 15.05.2024 08:15","712","0"
"15.05.2024 08:15 - 15.05.2024 08:30","0","88"
"15.05.2024 08:30 - 15.05.2024 08:45","0","494"
"15.05.2024 08:45 - 15.05.2024 09:00","0","606"
"15.05.2024 09:00 - 15.05.2024 09:15","0","539"
"15.05.2024 09:15 - 15.05.2024 09:30","0","740"
"15.05.2024 09:30 - 15.05.2024 09:45","0","1622"
"15.05.2024 09:45 - 15.05.2024 10:00","0","1851"
"15.05.2024 10:00 - 15.05.2024 10:15","0","1769"
"15.05.2024 10:15 - 15.05.2024 10:30","0","1368"
"15.05.2024 10:30 - 15.05.2024 10:45","0","1504"
"15.05.2024 10:45 - 15.05.2024 11:00","0","1458"
"15.05.2024 11:00 - 15.05.2024 11:15","0","1263"
"15.05.2024 11:15 - 15.05.2024 11:30","0","766"
"15.05.2024 11:30 - 15.05.2024 11:45","0","588"
"15.05.2024 11:45 - 15.05.2024 12:00","0","731"
"15.05.2024 12:00 - 15.05.2024 12:15","0","883"
"15.05.2024 12:15 - 15.05.2024 12:30","0","808"
"15.05.2024 12:30 - 15.05.2024 12:45","0","741"
"15.05.2024 12:45 - 15.05.2024 13:00","0","950"
"15.05.2024 13:00 - 15.05.2024 13:15","0","963"
"15.05.2024 13:15 - 15.05.2024 13:30","0","1080"
"15.05.2024 13:30 - 15.05.2024 13:45","0","1123"
"15.05.2024 13:45 - 15.05.2024 14:00","0","1267"
"15.05.2024 14:00 - 15.05.2024 14:15","0","1220"
"15.05.2024 14:15 - 15.05.2024 14:30","0","987"
"15.05.2024 14:30 - 15.05.2024 14:45","0","1173"
"15.05.2024 14:45 - 15.05.2024 15:00","0","1312"
"15.05.2024 15:00 - 15.05.2024 15:15","0","984"
"15.05.2024 15:15 - 15.05.2024 15:30","0","802"
"15.05.2024 15:30 - 15.05.2024 15:45","0","945"
"15.05.2024 15:45 - 15.05.2024 16:00","0","972"
"15.05.2024 16:00 - 15.05.2024 16:15","0","919"
"15.05.2024 16:15 - 15.05.2024 16:30","0","729"
